"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","SNOW","TAVG","TMAX","TMIN"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-08-29","0.0","0.0","25.0","32.2","20.6"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-08-30","0.0","0.0","21.9","25.0","17.8"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-08-31","0.0","0.0","23.5","27.8","20.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-09-01","0.5","0.0","23.6","24.4","20.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-09-02","0.0","0.0","20.7","23.9","17.8"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-09-03","0.0","0.0","18.6","21.1","15.6"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-09-04","0.0","0.0","18.6","22.2","15.6"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-09-05","1.8","0.0","18.4","23.3","15.6"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-09-06","3.6","0.0","18.4","22.2","17.2"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-09-07","0.8","0.0","20.4","24.4","18.3"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-09-08","0.0","0.0","20.9","24.4","18.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-09-09","0.0","0.0","26.2","33.9","22.8"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-09-10","0.3","0.0","23.9","25.6","21.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-09-11","0.8","0.0","24.2","28.3","17.2"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-09-12","0.0","0.0","19.1","22.2","15.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-09-13","0.0","0.0","21.3","28.3","15.6"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-09-14","1.5","0.0","23.2","32.2","16.7"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-09-15","0.0","0.0","17.2","18.9","13.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-09-16","0.0","0.0","16.8","21.1","12.2"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-09-17","0.0","0.0","18.5","25.6","12.8"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-09-18","0.0","0.0","22.8","27.8","18.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-09-19","8.4","0.0","22.2","23.3","19.4"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-09-20","0.0","0.0","21.2","23.9","19.4"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-09-21","0.0","0.0","23.7","28.3","20.6"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-09-22","0.0","0.0","21.7","26.1","16.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-09-23","8.6","0.0","20.9","27.8","13.3"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-09-24","0.0","0.0","15.4","19.4","12.2"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-09-25","0.0","0.0","14.3","18.9","9.4"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-09-26","0.0","0.0","13.6","17.8","8.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-09-27","5.6","0.0","17.3","22.2","15.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-09-28","0.0","0.0","15.0","16.1","13.3"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-09-29","0.0","0.0","13.9","15.6","12.2"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-09-30","3.3","0.0","14.6","16.7","13.3"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-10-01","18.0","0.0","13.8","15.0","12.2"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-10-02","0.8","0.0","12.8","13.9","11.7"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-10-03","0.0","0.0","15.3","20.0","12.8"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-10-04","0.0","0.0","15.2","17.2","10.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-10-05","0.0","0.0","12.2","15.6","8.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-10-06","0.0","0.0","13.6","19.4","9.4"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-10-07","0.0","0.0","15.6","20.0","11.7"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-10-08","0.3","0.0","15.3","20.0","11.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-10-09","46.7","0.0","15.1","18.3","8.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-10-10","0.0","0.0","10.4","15.0","7.2"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-10-11","0.0","0.0","10.5","15.0","6.7"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-10-12","0.0","0.0","12.6","16.7","8.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-10-13","0.0","0.0","15.6","22.2","10.6"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-10-14","0.0","0.0","12.2","15.6","7.8"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-10-15","0.0","0.0","9.7","13.3","5.6"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-10-16","0.0","0.0","13.4","21.7","7.8"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-10-17","0.0","0.0","18.8","23.9","16.7"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-10-18","3.6","0.0","16.4","20.6","13.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-10-19","0.0","0.0","21.9","27.2","16.7"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-10-20","2.0","0.0","15.8","16.7","13.3"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-10-21","28.2","0.0","16.8","23.9","15.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-10-22","3.8","0.0","16.1","18.3","6.7"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-10-23","0.0","0.0","9.8","14.4","6.7"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-10-24","0.0","0.0","12.3","16.1","7.8"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-10-25","0.0","0.0","7.6","9.4","3.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-10-26","0.0","0.0","5.4","9.4","2.8"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-10-27","16.5","0.0","4.7","9.4","1.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-10-28","15.5","0.0","8.9","12.8","6.7"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-10-29","0.0","0.0","8.3","13.9","5.6"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-10-30","3.3","0.0","14.4","18.3","7.8"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-10-31","0.0","0.0","8.2","11.1","3.3"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-11-01","0.0","0.0","5.8","10.6","1.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-11-02","0.0","0.0","12.6","21.1","7.2"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-11-03","2.0","0.0","13.5","17.8","10.6"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-11-04","0.0","0.0","11.3","13.9","3.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-11-05","0.0","0.0","7.2","13.9","1.7"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-11-06","2.3","0.0","9.1","11.1","6.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-11-07","0.0","0.0","5.8","8.3","2.2"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-11-08","0.0","0.0","7.9","15.0","3.3"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-11-09","0.3","0.0","11.3","16.7","6.7"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-11-10","0.0","0.0","8.2","11.7","3.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-11-11","0.0","0.0","10.1","15.6","3.3"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-11-12","0.0","0.0","4.8","8.9","1.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-11-13","0.0","0.0","9.3","15.6","5.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-11-14","0.0","0.0","11.6","18.9","3.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-11-15","25.1","0.0","10.6","14.4","7.8"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-11-16","0.8","0.0","11.6","12.8","10.6"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-11-17","0.0","0.0","10.8","13.9","7.2"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-11-18","0.0","0.0","10.1","17.2","6.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-11-19","0.0","0.0","8.9","10.6","6.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-11-20","2.0","0.0","6.9","9.4","0.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-11-21","0.0","0.0","1.2","3.3","-1.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-11-22","0.0","0.0","2.1","6.1","0.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-11-23","0.0","0.0","2.9","7.2","0.6"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-11-24","1.3","0.0","2.9","6.7","0.6"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-11-25","0.8","0.0","5.8","8.9","3.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-11-26","0.0","0.0","5.6","8.3","3.3"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-11-27","0.0","0.0","4.9","7.8","2.2"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-11-28","0.0","0.0","3.9","7.8","0.6"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-11-29","10.9","0.0","5.8","14.4","0.6"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-11-30","23.1","0.0","9.1","11.1","5.6"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-12-01","7.9","0.0","10.1","13.9","6.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-12-02","0.0","0.0","7.2","10.6","3.3"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-12-03","0.0","0.0","5.4","6.7","1.7"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-12-04","0.0","0.0","2.7","5.6","-0.5"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-12-05","3.6","8.0","1.3","4.4","-0.5"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-12-06","0.0","0.0","3.8","6.7","1.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-12-07","2.0","0.0","4.4","5.6","2.2"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-12-08","0.0","0.0","3.9","6.1","1.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-12-09","0.0","0.0","1.2","2.8","-3.8"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-12-10","0.0","0.0","-3.6","-1.6","-6.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-12-11","0.5","5.0","-3.3","1.7","-6.6"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-12-12","10.7","18.0","2.5","6.7","-1.6"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-12-13","0.0","0.0","3.4","6.1","1.7"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-12-14","0.0","0.0","3.1","5.6","-2.7"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-12-15","0.0","0.0","-2.7","0.0","-9.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-12-16","0.0","0.0","-10.8","-6.0","-15.5"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-12-17","13.5","109.0","-3.4","2.2","-6.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-12-18","2.8","0.0","6.9","13.9","0.6"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-12-19","0.0","0.0","-2.6","0.6","-7.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-12-20","0.0","0.0","-4.6","1.1","-7.7"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-12-21","0.0","0.0","1.8","7.2","-1.6"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-12-22","0.5","0.0","1.8","3.9","-0.5"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-12-23","0.0","0.0","3.7","7.8","1.7"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-12-24","9.7","0.0","4.4","7.2","1.7"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-12-25","0.0","0.0","4.2","7.2","-2.7"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-12-26","0.3","0.0","-0.9","8.9","-4.3"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-12-27","0.0","0.0","10.5","14.4","3.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-12-28","0.0","0.0","4.0","5.6","0.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-12-29","29.5","10.0","1.6","6.1","-1.6"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-12-30","0.0","0.0","2.4","5.0","-1.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2016-12-31","1.8","0.0","-0.3","5.6","-3.2"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-01-01","1.8","0.0","4.4","6.7","0.6"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-01-02","0.0","0.0","1.7","5.0","-2.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-01-03","22.6","0.0","5.2","6.7","4.4"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-01-04","1.5","0.0","5.9","8.9","0.6"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-01-05","0.0","0.0","-0.1","1.1","-2.7"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-01-06","1.5","28.0","-1.8","-0.5","-4.3"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-01-07","13.5","178.0","-5.2","-4.3","-8.2"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-01-08","0.3","5.0","-7.8","-5.5","-10.5"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-01-09","0.0","0.0","-9.2","-6.6","-11.6"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-01-10","3.6","0.0","-5.1","3.9","-8.8"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-01-11","2.3","0.0","7.4","12.8","3.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-01-12","3.8","0.0","10.1","16.1","5.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-01-13","0.0","0.0","9.2","14.4","-3.8"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-01-14","0.0","0.0","-3.4","-0.5","-7.7"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-01-15","0.0","0.0","-0.3","2.8","-2.7"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-01-16","0.0","0.0","-0.4","5.6","-4.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-01-17","7.6","0.0","2.9","5.6","0.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-01-18","9.1","0.0","3.2","4.4","0.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-01-19","0.0","0.0","2.6","7.8","-0.5"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-01-20","0.0","0.0","3.4","4.4","1.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-01-21","0.0","0.0","6.0","12.8","2.8"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-01-22","1.5","0.0","6.6","8.9","3.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-01-23","7.9","0.0","3.3","4.4","1.7"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-01-24","27.7","0.0","3.8","5.6","1.7"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-01-25","0.5","0.0","3.6","6.7","2.2"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-01-26","1.3","0.0","5.7","10.6","2.8"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-01-27","0.0","0.0","4.8","6.7","2.2"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-01-28","0.0","0.0","2.9","4.4","0.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-01-29","0.0","0.0","2.2","6.1","-1.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-01-30","0.0","0.0","0.5","2.2","-4.3"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-01-31","1.5","15.0","-3.9","-2.1","-6.6"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-02-01","1.3","20.0","0.1","6.1","-2.7"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-02-02","0.0","0.0","2.1","4.4","-1.6"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-02-03","0.0","0.0","-1.3","0.6","-3.8"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-02-04","0.0","0.0","-2.9","0.6","-6.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-02-05","0.0","0.0","0.1","6.7","-3.2"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-02-06","0.0","0.0","2.2","3.9","0.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-02-07","11.2","30.0","1.4","3.3","0.6"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-02-08","0.5","0.0","2.6","11.1","-3.8"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-02-09","31.8","277.0","0.2","3.9","-11.6"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-02-10","0.0","0.0","-8.6","-3.8","-11.6"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-02-11","5.3","81.0","-6.2","-1.0","-9.3"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-02-12","19.6","38.0","-3.7","1.7","-7.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-02-13","2.3","56.0","-0.9","1.1","-4.3"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-02-14","0.0","0.0","-2.7","1.1","-5.5"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-02-15","5.6","3.0","0.2","4.4","-2.7"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-02-16","1.8","41.0","0.8","1.7","-2.7"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-02-17","0.0","0.0","-0.9","5.0","-4.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-02-18","0.0","0.0","2.4","9.4","-3.2"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-02-19","0.0","0.0","9.3","15.0","3.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-02-20","0.0","0.0","6.8","8.9","0.6"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-02-21","0.0","0.0","1.9","4.4","-1.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-02-22","0.0","0.0","5.9","13.3","3.3"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-02-23","0.0","0.0","9.6","20.0","3.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-02-24","0.0","0.0","13.8","22.8","7.8"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-02-25","2.5","0.0","13.9","20.6","9.4"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-02-26","0.0","0.0","6.9","9.4","0.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-02-27","0.0","0.0","4.2","12.8","-1.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-02-28","0.0","0.0","6.7","10.6","3.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-03-01","0.5","0.0","11.6","17.2","8.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-03-02","0.0","0.0","10.0","14.4","-0.5"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-03-03","0.0","3.0","-0.4","2.2","-6.6"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-03-04","0.0","0.0","-6.9","-6.0","-12.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-03-05","0.0","0.0","-7.8","0.0","-12.7"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-03-06","0.0","0.0","-3.8","2.8","-8.8"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-03-07","0.5","0.0","2.5","8.9","-1.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-03-08","1.3","0.0","10.4","13.9","6.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-03-09","0.0","0.0","8.0","10.6","3.3"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-03-10","5.1","66.0","1.2","3.3","-4.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-03-11","0.5","5.0","-7.3","-4.9","-12.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-03-12","0.0","0.0","-8.5","-2.7","-12.7"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-03-13","0.0","0.0","-5.7","1.1","-9.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-03-14","41.1","168.0","-0.8","3.3","-2.7"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-03-15","0.0","0.0","-3.3","-2.1","-7.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-03-16","0.0","0.0","-3.3","1.7","-5.5"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-03-17","0.0","0.0","0.4","5.6","-2.7"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-03-18","0.0","0.0","0.1","2.2","-4.3"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-03-19","0.3","0.0","1.2","3.3","-0.5"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-03-20","0.0","0.0","4.6","11.7","0.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-03-21","0.0","0.0","7.1","11.7","4.4"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-03-22","0.0","0.0","3.1","6.1","-7.7"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-03-23","0.0","0.0","-3.8","3.3","-7.7"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-03-24","0.8","0.0","1.7","8.3","-2.7"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-03-25","2.0","0.0","5.3","8.3","1.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-03-26","0.0","0.0","2.0","5.0","-1.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-03-27","12.2","0.0","3.9","6.7","2.2"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-03-28","18.3","0.0","3.3","4.4","2.2"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-03-29","1.5","0.0","4.7","8.3","2.8"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-03-30","0.0","0.0","4.2","8.9","1.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-03-31","22.1","15.0","2.9","4.4","0.6"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-04-01","39.6","30.0","1.8","3.3","0.6"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-04-02","0.0","0.0","4.8","13.9","0.6"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-04-03","0.0","0.0","8.2","12.8","3.3"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-04-04","17.3","0.0","5.3","6.1","3.3"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-04-05","0.0","0.0","4.2","5.0","2.8"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-04-06","34.5","0.0","3.8","11.7","2.8"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-04-07","0.0","0.0","9.1","12.2","5.0"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-04-08","0.0","0.0","6.2","9.4","3.3"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-04-09","0.0","0.0","10.3","18.9","4.4"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-04-10","0.0","0.0","15.0","24.4","6.7"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-04-11","0.0","0.0","17.7","28.9","11.1"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-04-12","0.5","0.0","12.8","15.6","8.9"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-04-13","0.0","0.0","11.7","15.0","7.2"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-04-14","0.0","0.0","10.7","15.6","6.7"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2017-04-15","0.0","0.0","12.4","21.1","5.6"
